,Symbol,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares
1216,CZNC,Citizens & Northern Corp - Common Stock,S,N,N,100.0,N,N
1217,CZR,"Caesars Entertainment, Inc. - Common Stock",Q,N,N,100.0,N,N
1218,CZWI,"Citizens Community Bancorp, Inc. - Common Stock",G,N,N,100.0,N,N
1219,DADA,Dada Nexus Limited - American Depositary Shares,Q,N,N,100.0,N,N
1220,DAIO,Data I/O Corporation - Common Stock,S,N,N,100.0,N,N
1221,DAKT,"Daktronics, Inc. - Common Stock",Q,N,N,100.0,N,N
1222,DALI,First Trust Dorsey Wright DALI 1 ETF,G,N,N,100.0,Y,N
1223,DALN,DallasNews Corporation - Series A Common Stock,S,N,N,100.0,N,N
1224,DAPP,VanEck Digital Transformation ETF,G,N,N,100.0,Y,N
1225,DARE,"Dare Bioscience, Inc. - Common Stock",S,N,D,100.0,N,N
1226,DASH,"DoorDash, Inc. - Common Stock",Q,N,N,100.0,N,N
1227,DATS,"DatChat, Inc. - Common Stock",S,N,N,100.0,N,N
1228,DATSW,"DatChat, Inc. - Series A Warrant",S,N,N,100.0,N,N
1229,DAVE,Dave Inc.  - Class A Common Stock,G,N,N,100.0,N,N
1230,DAVEW,Dave Inc.  - Warrants,G,N,N,100.0,N,N
1231,DAWN,"Day One Biopharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
1232,DAX,Global X DAX Germany ETF,G,N,N,100.0,Y,N
1233,DBGI,"Digital Brands Group, Inc. - Common Stock",S,N,N,100.0,N,N
1234,DBGIW,"Digital Brands Group, Inc. - Warrant",S,N,N,100.0,N,N
1235,DBVT,DBV Technologies S.A. - American Depositary Shares,Q,N,D,100.0,N,N
1236,DBX,"Dropbox, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
1237,DCBO,Docebo Inc. - Common Shares,Q,N,N,100.0,N,N
1238,DCFC,Tritium DCFC Limited - Ordinary Shares,G,N,D,100.0,N,N
1239,DCFCW,Tritium DCFC Limited - Warrant,G,N,D,100.0,N,N
1240,DCGO,DocGo Inc. - Common Stock,S,N,N,100.0,N,N
1241,DCOM,"Dime Community Bancshares, Inc. - Common Stock",Q,N,N,100.0,N,N
1242,DCOMP,"Dime Community Bancshares, Inc. - Fixed-Rate Non-Cumulative Perpetual Preferred Stock, Series A",Q,N,N,100.0,N,N
1243,DCPH,"Deciphera Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
1244,DCTH,"Delcath Systems, Inc. - Common Stock",S,N,N,100.0,N,N
1245,DDI,"DoubleDown Interactive Co., Ltd. - American Depository Shares",Q,N,N,100.0,N,N
1246,DDIV,First Trust Dorsey Wright Momentum & Dividend ETF,G,N,N,100.0,Y,N
1247,DDOG,"Datadog, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
1248,DECA,Denali Capital Acquisition Corp. - Class A Ordinary Shares,G,N,D,100.0,N,N
1249,DECAU,Denali Capital Acquisition Corp. - Unit,G,N,D,100.0,N,N
1250,DECAW,Denali Capital Acquisition Corp. - Warrant,G,N,D,100.0,N,N
1251,DEMZ,Democratic Large Cap Core ETF,G,N,N,100.0,Y,N
1252,DENN,Denny's Corporation - Common Stock,S,N,N,100.0,N,N
1253,DERM,Journey Medical Corporation - Common Stock,S,N,N,100.0,N,N
1254,DFGP,Dimensional Global Core Plus Fixed Income ETF,G,N,N,100.0,Y,N
1255,DFGX,Dimensional Global ex US Core Fixed Income ETF,G,N,N,100.0,Y,N
1256,DFLI,Dragonfly Energy Holdings Corp - Common Stock,G,N,D,100.0,N,N
1257,DFLIW,Dragonfly Energy Holdings Corp - Warrant,S,N,N,100.0,N,N
1258,DGCB,Dimensional Global Credit ETF,G,N,N,100.0,Y,N
1259,DGHI,Digihost Technology Inc. - Common Subordinate Voting Shares,S,N,N,100.0,N,N
1260,DGICA,"Donegal Group, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
1261,DGICB,"Donegal Group, Inc. - Class B Common Stock",Q,N,N,100.0,N,N
1262,DGII,Digi International Inc. - Common Stock,Q,N,N,100.0,N,N
1263,DGLY,"Digital Ally, Inc. - Common Stock",S,N,D,100.0,N,N
1264,DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,G,N,N,100.0,Y,N
1265,DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,G,N,N,100.0,Y,N
1266,DGRW,WisdomTree U.S. Quality Dividend Growth Fund,G,N,N,100.0,Y,N
1267,DH,Definitive Healthcare Corp. - Class A Common Stock,Q,N,N,100.0,N,N
1268,DHAC,Digital Health Acquisition Corp. - Common Stock,S,N,N,100.0,N,N
1269,DHACU,Digital Health Acquisition Corp. - Unit,S,N,N,100.0,N,N
1270,DHACW,Digital Health Acquisition Corp. - Warrant,S,N,N,100.0,N,N
1271,DHAI,"DIH Holding US, Inc. - Class A Common Stock",G,N,N,100.0,N,N
1272,DHAIW,"DIH Holding US, Inc. - Warrant",S,N,N,100.0,N,N
1273,DHC,Diversified Healthcare Trust  - Common Shares of Beneficial Interest,Q,N,N,100.0,N,N
1274,DHCNI,Diversified Healthcare Trust  - 5.625% Senior Notes due 2042,Q,N,N,100.0,N,N
1275,DHCNL,Diversified Healthcare Trust  - 6.25% Senior Notes Due 2046,Q,N,N,100.0,N,N
1276,DHIL,"Diamond Hill Investment Group, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
1277,DIBS,"1stdibs.com, Inc. - Common Stock",G,N,N,100.0,N,N
1278,DIOD,Diodes Incorporated - Common Stock,Q,N,N,100.0,N,N
1279,DIST,Distoken Acquisition Corporation - Ordinary Shares,G,N,N,100.0,N,N
1280,DISTR,Distoken Acquisition Corporation - Right,G,N,N,100.0,N,N
1281,DISTW,Distoken Acquisition Corporation - Warrant,G,N,N,100.0,N,N
1282,DIVD,Altrius Global Dividend ETF,G,N,N,100.0,Y,N
1283,DJCO,Daily Journal Corp. (S.C.) - Common Stock,S,N,D,100.0,N,N
1284,DJT,Trump Media & Technology Group Corp. - Common Stock,G,N,N,100.0,N,N
1285,DJTWW,Trump Media & Technology Group Corp. - Warrants,G,N,N,100.0,N,N
1286,DKNG,DraftKings Inc. - Class A Common Stock,Q,N,N,100.0,N,N
1287,DLHC,DLH Holdings Corp. - Common Stock,S,N,N,100.0,N,N
1288,DLO,DLocal Limited - Class A Common Shares,Q,N,N,100.0,N,N
1289,DLPN,"Dolphin Entertainment, Inc. - Common Stock",S,N,N,100.0,N,N
1290,DLTH,Duluth Holdings Inc. - Class B Common Stock,Q,N,N,100.0,N,N
1291,DLTR,"Dollar Tree, Inc. - Common Stock",Q,N,N,100.0,N,N
1292,DMAC,DiaMedica Therapeutics Inc. - Common Stock,S,N,N,100.0,N,N
1293,DMAT,Global X Disruptive Materials ETF,G,N,N,100.0,Y,N
1294,DMLP,"Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",Q,N,N,100.0,N,N
1295,DMRC,Digimarc Corporation - Common Stock,Q,N,N,100.0,N,N
1296,DMTK,"DermTech, Inc. - Common Stock",S,N,N,100.0,N,N
1297,DMXF,iShares ESG Advanced MSCI EAFE ETF,G,N,N,100.0,Y,N
1298,DNLI,Denali Therapeutics Inc. - Common Stock,Q,N,N,100.0,N,N
1299,DNTH,"Dianthus Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N
1300,DNUT,"Krispy Kreme, Inc. - Common Stock",Q,N,N,100.0,N,N
1301,DOCU,"DocuSign, Inc. - Common Stock",Q,N,N,100.0,N,N
1302,DOGZ,Dogness (International) Corporation - Class A Common Stock,S,N,N,100.0,N,N
1303,DOMH,Dominari Holdings Inc. - Common Stock,S,N,N,100.0,N,N
1304,DOMO,"Domo, Inc. - Class B Common Stock",G,N,N,100.0,N,N
1305,DOOO,BRP Inc. - Common Subordinate Voting Shares,Q,N,N,100.0,N,N
1306,DORM,"Dorman Products, Inc. - Common Stock",Q,N,N,100.0,N,N
1307,DOX,Amdocs Limited - Ordinary Shares,Q,N,N,100.0,N,N
1308,DOYU,DouYu International Holdings Limited - American Depositary Shares,Q,N,N,100.0,N,N
1309,DPCS,DP Cap Acquisition Corp I - Class A Ordinary Shares,S,N,N,100.0,N,N
1310,DPCSU,DP Cap Acquisition Corp I - Unit,S,N,N,100.0,N,N
1311,DPCSW,DP Cap Acquisition Corp I - Warrants,S,N,N,100.0,N,N
1312,DPRO,Draganfly Inc. - Common Shares,S,N,D,100.0,N,N
1313,DRCT,"Direct Digital Holdings, Inc. - Class A Common Stock",S,N,N,100.0,N,N
1314,DRIO,DarioHealth Corp. - Common Stock,S,N,N,100.0,N,N
1315,DRIV,Global X Autonomous & Electric Vehicles ETF,G,N,N,100.0,Y,N
1316,DRMA,"Dermata Therapeutics, Inc. - Common Stock",S,N,D,100.0,N,N
1317,DRMAW,"Dermata Therapeutics, Inc. - Warrant",S,N,N,100.0,N,N
1318,DRRX,DURECT Corporation - Common Stock,S,N,N,100.0,N,N
1319,DRS,"Leonardo DRS, Inc. - Common Stock",Q,N,N,100.0,N,N
1320,DRTS,Alpha Tau Medical Ltd. - Ordinary Shares,S,N,N,100.0,N,N
1321,DRTSW,Alpha Tau Medical Ltd. - Warrant,S,N,N,100.0,N,N
1322,DRUG,Bright Minds Biosciences Inc. - common stock,S,N,N,100.0,N,N
1323,DRVN,Driven Brands Holdings Inc. - Common Stock,Q,N,N,100.0,N,N
1324,DSGN,"Design Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
1325,DSGR,"Distribution Solutions Group, Inc. - Common Stock",Q,N,N,100.0,N,N
1326,DSGX,The Descartes Systems Group Inc. - Common Stock,Q,N,N,100.0,N,N
1327,DSP,Viant Technology Inc. - common stock,Q,N,N,100.0,N,N
1328,DSWL,"Deswell Industries, Inc. - Common Shares",G,N,N,100.0,N,N
1329,DTCK,Davis Commodities Limited - Ordinary Shares,S,N,N,100.0,N,N
1330,DTCR,Global X Data Center & Digital Infrastructure ETF,G,N,N,100.0,Y,N
1331,DTI,Drilling Tools International Corporation  - Common Stock,S,N,N,100.0,N,N
1332,DTIL,"Precision BioSciences, Inc. - Common Stock",S,N,N,100.0,N,N
1333,DTSS,Datasea Inc. - Common Stock,S,N,N,100.0,N,N
1334,DTST,Data Storage Corporation - Common Stock,S,N,N,100.0,N,N
1335,DTSTW,Data Storage Corporation - Warrant,S,N,N,100.0,N,N
1336,DUET,DUET Acquisition Corp. - Class A Common Stock,G,N,N,100.0,N,N
1337,DUETU,DUET Acquisition Corp. - Unit,G,N,N,100.0,N,N
1338,DUETW,DUET Acquisition Corp. - Warrant,G,N,N,100.0,N,N
1339,DUO,Fangdd Network Group Ltd. - American Depositary Shares,G,N,D,100.0,N,N
1340,DUOL,"Duolingo, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
1341,DUOT,"Duos Technologies Group, Inc. - Common Stock",S,N,N,100.0,N,N
1342,DVAL,BrandywineGLOBAL-Dynamic US Large Cap Value ETF,G,N,N,100.0,Y,N
1343,DVAX,Dynavax Technologies Corporation - Common Stock,Q,N,N,100.0,N,N
1344,DVLU,First Trust Dorsey Wright Momentum & Value ETF,G,N,N,100.0,Y,N
1345,DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,G,N,N,100.0,Y,N
1346,DVY,iShares Select Dividend ETF,G,N,N,100.0,Y,N
1347,DWAS,Invesco Dorsey Wright SmallCap Momentum ETF,G,N,N,100.0,Y,N
1348,DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,G,N,N,100.0,Y,N
1349,DWSH,AdvisorShares Dorsey Wright Short ETF,G,N,N,100.0,Y,N
1350,DWSN,Dawson Geophysical Company - Common Stock,Q,N,N,100.0,N,N
1351,DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,G,N,N,100.0,Y,N
1352,DXCM,"DexCom, Inc. - Common Stock",Q,N,N,100.0,N,N
1353,DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,G,N,N,100.0,Y,N
1354,DXLG,"Destination XL Group, Inc. - Common Stock",G,N,N,100.0,N,N
1355,DXPE,"DXP Enterprises, Inc. - Common Stock",Q,N,N,100.0,N,N
1356,DXR,Daxor Corporation - Closed End Fund,S,N,N,100.0,N,N
1357,DXYN,"The Dixie Group, Inc. - Common Stock",S,N,D,100.0,N,N
1358,DYAI,"Dyadic International, Inc. - Common Stock",S,N,N,100.0,N,N
1359,DYCQ,DT Cloud Acquisition Corporation - Ordinary shares,G,N,N,100.0,N,N
1360,DYCQR,DT Cloud Acquisition Corporation - Right,G,N,N,100.0,N,N
1361,DYCQU,DT Cloud Acquisition Corporation - Unit,G,N,N,100.0,N,N
1362,DYFI,IDX Dynamic Fixed Income ETF,G,N,N,100.0,Y,N
1363,DYN,"Dyne Therapeutics, Inc. - Common Stock",Q,N,N,100.0,N,N
1364,DYNI,IDX Dynamic Innovation ETF,G,N,N,100.0,Y,N
1365,DYNT,Dynatronics Corporation - Common Stock,S,N,D,100.0,N,N
1366,DYTA,SGI Dynamic Tactical ETF,G,N,N,100.0,Y,N
1367,DZSI,DZS Inc. - Common Stock,S,N,E,100.0,N,N
1368,EA,Electronic Arts Inc. - Common Stock,Q,N,N,100.0,N,N
1369,EAST,"Eastside Distilling, Inc. - Common Stock",S,N,D,100.0,N,N
1370,EBAY,eBay Inc. - Common Stock,Q,N,N,100.0,N,N
1371,EBC,"Eastern Bankshares, Inc. - Common Stock",Q,N,N,100.0,N,N
1372,EBIZ,Global X E-commerce ETF,G,N,N,100.0,Y,N
1373,EBMT,"Eagle Bancorp Montana, Inc. - Common Stock",G,N,N,100.0,N,N
1374,EBON,Ebang International Holdings Inc. - Class A Ordinary Shares,Q,N,N,100.0,N,N
1375,EBTC,Enterprise Bancorp Inc - Common Stock,Q,N,N,100.0,N,N
1376,ECBK,"ECB Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
1377,ECDA,"ECD Automotive Design, Inc. - Common Stock",G,N,D,100.0,N,N
1378,ECDAW,"ECD Automotive Design, Inc. - Warrant",S,N,N,100.0,N,N
1379,ECOR,"electroCore, Inc. - Common Stock",S,N,N,100.0,N,N
1380,ECOW,Pacer Emerging Markets Cash Cows 100 ETF,G,N,N,100.0,Y,N
1381,ECPG,Encore Capital Group Inc - Common Stock,Q,N,N,100.0,N,N
1382,ECX,ECARX Holdings Inc. - Class A Ordinary shares,G,N,N,100.0,N,N
1383,ECXWW,ECARX Holdings Inc. - Warrants,S,N,N,100.0,N,N
1384,EDAP,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share",G,N,N,100.0,N,N
1385,EDBL,Edible Garden AG Incorporated - Common Stock,S,N,D,100.0,N,N
1386,EDBLW,Edible Garden AG Incorporated - Warrant,S,N,N,100.0,N,N
1387,EDIT,"Editas Medicine, Inc. - Common Stock",Q,N,N,100.0,N,N
1388,EDOC,Global X Telemedicine & Digital Health ETF,G,N,N,100.0,Y,N
1389,EDRY,EuroDry Ltd. - Common Shares,S,N,N,100.0,N,N
1390,EDSA,"Edesa Biotech, Inc. - Common Shares",S,N,N,100.0,N,N
1391,EDTK,Skillful Craftsman Education Technology Limited - Ordinary Share,S,N,N,100.0,N,N
1392,EDUC,Educational Development Corporation - Common Stock,G,N,D,100.0,N,N
1393,EEFT,"Euronet Worldwide, Inc. - Common Stock",Q,N,N,100.0,N,N
1394,EEIQ,EpicQuest Education Group International Limited - Common Stock,S,N,N,100.0,N,N
1395,EEMA,iShares MSCI Emerging Markets Asia ETF,G,N,N,100.0,Y,N
1396,EFAS,Global X MSCI SuperDividend EAFE ETF,G,N,N,100.0,Y,N
1397,EFOI,"Energy Focus, Inc. - Common Stock",S,N,N,100.0,N,N
1398,EFRA,iShares Environmental Infrastructure and Industrials ETF,G,N,N,100.0,Y,N
1399,EFSC,Enterprise Financial Services Corporation - Common Stock,Q,N,N,100.0,N,N
1400,EFSCP,"Enterprise Financial Services Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",Q,N,N,100.0,N,N
1401,EFTR,"eFFECTOR Therapeutics, Inc. - Common Stock",S,N,N,100.0,N,N
1402,EFTRW,"eFFECTOR Therapeutics, Inc. - Warrant",S,N,N,100.0,N,N
1403,EGAN,eGain Corporation - Common Stock,S,N,N,100.0,N,N
1404,EGBN,"Eagle Bancorp, Inc. - Common Stock",S,N,N,100.0,N,N
1405,EGHT,8x8 Inc - Common stock,Q,N,N,100.0,N,N
1406,EGIO,"Edgio, Inc. - Common Stock",S,N,E,100.0,N,N
1407,EGOX,Next.e.GO N.V. - Ordinary Shares,G,N,D,100.0,N,N
1408,EGRX,"Eagle Pharmaceuticals, Inc. - Common Stock",G,N,E,100.0,N,N
1409,EH,EHang Holdings Limited - ADS,G,N,N,100.0,N,N
1410,EHLS,Even Herd Long Short ETF,G,N,N,100.0,Y,N
1411,EHTH,"eHealth, Inc. - Common Stock",Q,N,N,100.0,N,N
1412,EJH,E-Home Household Service Holdings Limited - Ordinary shares,S,N,N,100.0,N,N
1413,EKG,First Trust Nasdaq Lux Digital Health Solutions ETF,G,N,N,100.0,Y,N
1414,EKSO,"Ekso Bionics Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
1415,ELAB,"Elevai Labs, Inc. - Common Stock",S,N,D,100.0,N,N
1416,ELBM,Electra Battery Materials Corporation - Common Stock,S,N,D,100.0,N,N
1417,ELDN,"Eledon Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0,N,N
1418,ELEV,"Elevation Oncology, Inc. - Common stock",Q,N,N,100.0,N,N
1419,ELSE,"Electro-Sensors, Inc. - Common Stock",S,N,N,100.0,N,N
1420,ELTK,Eltek Ltd. - Ordinary Shares,S,N,N,100.0,N,N
1421,ELTX,"Elicio Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
1422,ELUT,"Elutia, Inc. - Class A Common Stock",S,N,N,100.0,N,N
1423,ELVA,Electrovaya Inc. - Common Shares,S,N,N,100.0,N,N
1424,ELVN,"Enliven Therapeutics, Inc.  - Common Stock",Q,N,N,100.0,N,N
1425,ELWS,"Earlyworks Co., Ltd. - American Depositary Shares",S,N,D,100.0,N,N
1426,ELYM,"Eliem Therapeutics, Inc - Common Stock",G,N,N,100.0,N,N
1427,EM,Smart Share Global Limited - American Depositary Shares,S,N,D,100.0,N,N
1428,EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,G,N,N,100.0,Y,N
1429,EMBC,Embecta Corp. - Common Stock,Q,N,N,100.0,N,N
1430,EMCB,WisdomTree Emerging Markets Corporate Bond Fund,G,N,N,100.0,Y,N
1431,EMCG,Embrace Change Acquisition Corp - Ordinary Shares,G,N,D,100.0,N,N
1432,EMCGR,Embrace Change Acquisition Corp - Rights,G,N,N,100.0,N,N
1433,EMCGU,Embrace Change Acquisition Corp - Units,G,N,N,100.0,N,N
1434,EMCGW,Embrace Change Acquisition Corp - Warrants,G,N,N,100.0,N,N
1435,EMIF,iShares Emerging Markets Infrastructure ETF,G,N,N,100.0,Y,N
1436,EMKR,EMCORE Corporation - Common Stock,S,N,D,100.0,N,N
1437,EML,Eastern Company (The) - Common Stock,G,N,N,100.0,N,N
1438,EMLD,FTAC Emerald Acquisition Corp. - Class A Common Stock,G,N,D,100.0,N,N
1439,EMLDU,FTAC Emerald Acquisition Corp. - Unit,G,N,N,100.0,N,N
1440,EMLDW,FTAC Emerald Acquisition Corp. - Warrant,G,N,N,100.0,N,N
1441,EMXC,iShares MSCI Emerging Markets ex China ETF,G,N,N,100.0,Y,N
1442,EMXF,iShares ESG Advanced MSCI EM ETF,G,N,N,100.0,Y,N
1443,ENG,ENGlobal Corporation - Common Stock,S,N,D,100.0,N,N
1444,ENGN,enGene Holdings Inc. - Common Stock,S,N,N,100.0,N,N
1445,ENGNW,enGene Holdings Inc. - Warrants,S,N,N,100.0,N,N
1446,ENLT,Enlight Renewable Energy Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
1447,ENLV,Enlivex Therapeutics Ltd. - Ordinary Shares,S,N,N,100.0,N,N
1448,ENPH,"Enphase Energy, Inc. - Common Stock",G,N,N,100.0,N,N
1449,ENSC,"Ensysce Biosciences, Inc. - Common Stock",S,N,D,100.0,N,N
1450,ENSG,"The Ensign Group, Inc. - Common Stock",Q,N,N,100.0,N,N
1451,ENTA,"Enanta Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0,N,N
1452,ENTG,"Entegris, Inc. - Common Stock",Q,N,N,100.0,N,N
1453,ENTR,ERShares Entrepreneurs ETF,G,N,N,100.0,Y,N
1454,ENTX,Entera Bio Ltd. - Ordinary Shares,S,N,N,100.0,N,N
1455,ENVB,"Enveric Biosciences, Inc.  - Common Stock",S,N,D,100.0,N,N
1456,ENVX,Enovix Corporation - Common Stock,Q,N,N,100.0,N,N
1457,ENZL,iShares MSCI New Zealand ETF,G,N,N,100.0,Y,N
1458,EOLS,"Evolus, Inc. - Common Stock",G,N,N,100.0,N,N
1459,EOSE,"Eos Energy Enterprises, Inc. - Common Stock",S,N,N,100.0,N,N
1460,EOSEW,"Eos Energy Enterprises, Inc. - Warrant",S,N,N,100.0,N,N
1461,EPIX,ESSA Pharma Inc. - Common Stock,S,N,N,100.0,N,N
1462,EPOW,"Sunrise New Energy Co., Ltd - Class A Ordinary Shares",S,N,D,100.0,N,N
1463,EPRX,Eupraxia Pharmaceuticals Inc. - Common Stock,S,N,N,100.0,N,N
1464,EPSN,Epsilon Energy Ltd. - Common Shares,G,N,N,100.0,N,N
1465,EQ,"Equillium, Inc. - Common Stock",S,N,N,100.0,N,N
1466,EQIX,"Equinix, Inc. - Common Stock",Q,N,N,100.0,N,N
1467,EQRR,ProShares Equities for Rising Rates ETF,G,N,N,100.0,Y,N
1468,ERAS,"Erasca, Inc. - Common Stock",Q,N,N,100.0,N,N
1469,ERET,iShares Environmentally Aware Real Estate ETF,G,N,N,100.0,Y,N
1470,ERIC,Ericsson - American Depositary Shares each representing 1 underlying Class B share,Q,N,N,100.0,N,N
1471,ERIE,Erie Indemnity Company - Class A Common Stock,Q,N,N,100.0,N,N
1472,ERII,"Energy Recovery, Inc. - Common Stock",Q,N,N,100.0,N,N
1473,ERNA,Eterna Therapeutics Inc. - Common Stock,S,N,D,100.0,N,N
1474,ESCA,"Escalade, Incorporated - Common Stock",G,N,N,100.0,N,N
1475,ESEA,Euroseas Ltd. - Common Stock,S,N,N,100.0,N,N
1476,ESGD,iShares ESG Aware MSCI EAFE ETF,G,N,N,100.0,Y,N
1477,ESGE,iShares ESG Aware MSCI EM ETF,G,N,N,100.0,Y,N
1478,ESGL,ESGL Holdings Limited - Class A Ordinary Shares,G,N,D,100.0,N,N
1479,ESGLW,ESGL Holdings Limited - Warrants,G,N,N,100.0,N,N
1480,ESGR,Enstar Group Limited - Ordinary Shares,Q,N,N,100.0,N,N
1481,ESGRO,"Enstar Group Limited - Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares, Series E",Q,N,N,100.0,N,N
1482,ESGRP,Enstar Group Limited - Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,Q,N,N,100.0,N,N
1483,ESGU,iShares ESG Aware MSCI USA ETF,G,N,N,100.0,Y,N
1484,ESHA,ESH Acquisition Corp. - Class A Common Stock,G,N,N,100.0,N,N
1485,ESHAR,ESH Acquisition Corp. - Right,G,N,N,100.0,N,N
1486,ESLA,"Estrella Immunopharma, Inc. - Common Stock",S,N,N,100.0,N,N
1487,ESLAW,"Estrella Immunopharma, Inc. - Warrant",S,N,N,100.0,N,N
1488,ESLT,Elbit Systems Ltd. - Ordinary Shares,Q,N,N,100.0,N,N
1489,ESMV,iShares ESG MSCI USA Min Vol Factor ETF,G,N,N,100.0,Y,N
1490,ESOA,Energy Services of America Corporation - Common Stock,S,N,N,100.0,N,N
1491,ESPO,VanEck Video Gaming and eSports ETF,G,N,N,100.0,Y,N
1492,ESPR,"Esperion Therapeutics, Inc. - Common Stock",G,N,N,100.0,N,N
1493,ESQ,"Esquire Financial Holdings, Inc. - Common Stock",S,N,N,100.0,N,N
1494,ESSA,"ESSA Bancorp, Inc. - common stock",Q,N,N,100.0,N,N
1495,ESTA,Establishment Labs Holdings Inc. - Common Shares,S,N,N,100.0,N,N
1496,ETAO,"Etao International Co., Ltd. - Ordinary Shares",S,N,H,100.0,N,N
1497,ETEC,iShares Breakthrough Environmental Solutions ETF,G,N,N,100.0,Y,N
1498,ETNB,"89bio, Inc. - Common Stock",G,N,N,100.0,N,N
1499,ETON,"Eton Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0,N,N
1500,ETSY,"Etsy, Inc. - Common Stock",Q,N,N,100.0,N,N
1501,EU,enCore Energy Corp. - Common Stock,S,N,N,100.0,N,N
1502,EUDA,Euda Health Holdings Limited - Ordinary Shares,S,N,N,100.0,N,N
1503,EUDAW,Euda Health Holdings Limited - Warrant,S,N,N,100.0,N,N
1504,EUFN,iShares MSCI Europe Financials ETF,G,N,N,100.0,Y,N
1505,EVAX,Evaxion Biotech A/S - American Depositary Share,S,N,N,100.0,N,N
1506,EVBG,"Everbridge, Inc. - Common Stock",G,N,N,100.0,N,N
1507,EVCM,EverCommerce Inc. - Common Stock,Q,N,D,100.0,N,N
1508,EVER,"EverQuote, Inc. - Class A Common Stock",G,N,N,100.0,N,N
1509,EVGN,Evogene Ltd. - Ordinary Shares,S,N,D,100.0,N,N
1510,EVGO,EVgo Inc. - Common Stock,Q,N,N,100.0,N,N
1511,EVGOW,"EVgo Inc. - Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50",Q,N,N,100.0,N,N
1512,EVGR,Evergreen Corporation - Class A Ordinary Share,G,N,N,100.0,N,N
1513,EVGRU,Evergreen Corporation - Unit,G,N,N,100.0,N,N
1514,EVGRW,Evergreen Corporation - Warrant,G,N,N,100.0,N,N
1515,EVLV,"Evolv Technologies Holdings, Inc. - Class A Common Stock",S,N,N,100.0,N,N
1516,EVLVW,"Evolv Technologies Holdings, Inc. - Warrant",S,N,N,100.0,N,N
1517,EVMT,Invesco Electric Vehicle Metals Commodity Strategy No K-1 ETF,G,N,N,100.0,Y,N
1518,EVO,Evotec SE - American Depositary Shares each representing 1/2 of one ordinary share,Q,N,N,100.0,N,N
1519,EVOK,"Evoke Pharma, Inc. - Common Stock",S,N,D,100.0,N,N
1520,EVRG,"Evergy, Inc. - Common Stock",Q,N,N,100.0,N,N
1521,EVTV,"Envirotech Vehicles, Inc. - Common stock",S,N,N,100.0,N,N
1522,EWBC,"East West Bancorp, Inc. - Common Stock",Q,N,N,100.0,N,N
1523,EWCZ,"European Wax Center, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
1524,EWJV,iShares MSCI Japan Value ETF,G,N,N,100.0,Y,N
1525,EWTX,"Edgewise Therapeutics, Inc. - Common Stock",Q,N,D,100.0,N,N
1526,EWZS,iShares MSCI Brazil Small-Cap ETF,G,N,N,100.0,Y,N
1527,EXAI,Exscientia Plc - American Depositary Shares,Q,N,N,100.0,N,N
1528,EXAS,Exact Sciences Corporation - Common Stock,S,N,N,100.0,N,N
1529,EXC,Exelon Corporation - Common Stock,Q,N,N,100.0,N,N
1530,EXEL,"Exelixis, Inc. - Common Stock",Q,N,N,100.0,N,N
1531,EXFY,"Expensify, Inc. - Class A Common Stock",Q,N,N,100.0,N,N
1532,EXLS,"ExlService Holdings, Inc. - Common Stock",Q,N,N,100.0,N,N
1533,EXPE,"Expedia Group, Inc. - Common Stock",Q,N,N,100.0,N,N
1534,EXPI,"eXp World Holdings, Inc. - Common Stock",G,N,N,100.0,N,N
1535,EXPO,"Exponent, Inc. - Common Stock",Q,N,N,100.0,N,N
1536,EXTR,"Extreme Networks, Inc. - Common Stock",Q,N,N,100.0,N,N
